0;0.821899;0.331100;-0.493088
1;0.828522;0.345657;-0.423767
2;0.834335;0.335648;-0.373032
3;0.824265;0.345749;-0.416245
4;0.818329;0.345169;-0.434357
5;0.813858;0.355286;-0.460831
6;0.814865;0.349243;-0.443420
7;0.820923;0.359680;-0.437866
8;0.822601;0.357941;-0.430481
9;0.820877;0.356796;-0.431992
10;0.819046;0.361313;-0.441742
11;0.822220;0.364197;-0.444962
12;0.823166;0.359177;-0.441299
13;0.820801;0.353180;-0.438126
14;0.816879;0.354385;-0.431183
15;0.820587;0.352066;-0.434097
16;0.819717;0.351166;-0.437912
17;0.822800;0.352188;-0.441803
18;0.822586;0.348251;-0.440445
19;0.824753;0.343933;-0.435501
20;0.824142;0.344528;-0.423645
21;0.822296;0.346069;-0.431152
22;0.821686;0.346924;-0.437927
23;0.823441;0.346497;-0.435806
24;0.822922;0.348175;-0.433746
25;0.826096;0.353012;-0.433975
26;0.825562;0.357468;-0.437225
27;0.819534;0.353302;-0.433090
28;0.823441;0.344635;-0.429886
29;0.825989;0.352875;-0.424805
30;0.825302;0.355438;-0.428558
31;0.820602;0.350830;-0.448746
32;0.820862;0.344772;-0.446777
33;0.824677;0.347076;-0.433975
34;0.830902;0.343948;-0.420380
35;0.829422;0.350510;-0.421188
36;0.833984;0.351486;-0.432190
37;0.827866;0.345779;-0.439178
38;0.827194;0.344589;-0.437454
39;0.828384;0.341354;-0.426239
40;0.827042;0.343994;-0.417740
41;0.824524;0.347839;-0.431931
42;0.824265;0.346970;-0.441635
43;0.825577;0.348969;-0.439880
44;0.827240;0.350021;-0.433945
45;0.824600;0.350861;-0.431656
46;0.821335;0.345764;-0.434906
47;0.820816;0.349258;-0.438187
48;0.820374;0.348984;-0.436966
49;0.819199;0.345383;-0.431458
50;0.819595;0.349243;-0.431259
51;0.823395;0.355408;-0.433517
52;0.827774;0.354614;-0.430069
53;0.826187;0.344452;-0.419128
54;0.822769;0.343994;-0.417816
55;0.823578;0.356918;-0.424789
56;0.824860;0.363403;-0.425186
57;0.822906;0.363083;-0.429779
58;0.828491;0.367798;-0.437592
59;0.824783;0.361465;-0.424744
60;0.832855;0.356323;-0.408554
61;0.832748;0.349701;-0.415741
62;0.831741;0.343933;-0.436508
63;0.830582;0.355286;-0.451111
64;0.824081;0.355530;-0.434357
65;0.823715;0.344666;-0.419907
66;0.824982;0.342133;-0.443069
67;0.814301;0.341248;-0.443451
68;0.806152;0.330261;-0.437698
69;0.811172;0.331604;-0.443420
70;0.823318;0.328705;-0.442459
71;0.832169;0.329071;-0.439789
72;0.834427;0.334442;-0.443802
73;0.829254;0.335541;-0.441162
74;0.821396;0.337357;-0.435211
75;0.820770;0.338562;-0.432877
76;0.825348;0.341995;-0.437424
77;0.827606;0.339584;-0.445969
78;0.825851;0.335495;-0.442551
79;0.823257;0.337051;-0.436951
80;0.822372;0.336243;-0.437241
81;0.824005;0.336517;-0.432541
82;0.825943;0.338135;-0.429031
83;0.819046;0.348099;-0.425812
84;0.826035;0.356323;-0.424088
85;0.822220;0.359680;-0.416565
86;0.821686;0.357086;-0.409698
87;0.833252;0.391998;-0.413116
88;0.832840;0.406296;-0.404816
89;0.817337;0.397446;-0.383850
90;0.810318;0.407013;-0.386276
91;0.827850;0.448685;-0.381851
92;0.850601;0.447495;-0.379257
93;0.831482;0.408936;-0.375458
94;0.794586;0.380920;-0.423813
95;0.771698;0.372482;-0.467682
96;0.791290;0.343399;-0.460449
97;0.814713;0.348907;-0.441101
98;0.843582;0.373947;-0.418869
99;0.914429;0.344833;-0.460892
100;0.917847;0.286896;-0.467590
101;0.902390;0.235321;-0.439713
102;0.893082;0.247742;-0.392563
103;0.882751;0.219055;-0.382172
104;0.845520;0.211884;-0.356522
105;0.802780;0.204498;-0.343658
106;0.791473;0.196472;-0.366974
